stock_delivery_date,inventory_cycle,coverage_window,cycle_days,cycle_total_sales,cycle_total_units,cycle_avg_order_value,recommended_stock_units,avg_recommended_stock_pct,festival_days,christmas_market_days,low_sales_inconsistent_days,product_mix_shift_days,dominant_festival,dominant_holiday,max_aov_deviation_pct,max_poutine_share_shift_pct,max_new_poutine_share,cycle_sales_band,festival_buffer_pct,low_sales_inconsistency_buffer_pct,product_mix_buffer_pct,observed_stock_order_units,estimated_waste_units,estimated_waste_rate_pct,primary_wastage_driver,inventory_observation
2024-11-25,Monday Delivery,Tue-Wed-Thu,3,11515.21,1372,19.38,299.4,0.22,1,1,0,0,No Festival,No School Holiday,9.01,3.51,0.0,10k-12k,0.05,0.0,0.0,368.0,68.6,18.6,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2024-11-28,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,32034.18,3941,19.54,985.2,0.25,4,4,0,0,Christmas Market,No School Holiday,5.74,0.41,0.0,12k+,0.05,0.0,0.0,1182.2,197.0,16.7,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2024-12-02,Monday Delivery,Tue-Wed-Thu,3,12353.55,1535,19.69,383.59999999999997,0.25,3,3,0,0,Christmas Market,No School Holiday,6.28,5.79,0.0,12k+,0.05,0.0,0.0,460.4,76.8,16.7,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2024-12-05,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,34007.66,4115,20.08,1028.7,0.25,4,4,0,0,Christmas Market,No School Holiday,8.89,3.29,0.0,12k+,0.05,0.0,0.0,1234.4,205.7,16.7,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2024-12-09,Monday Delivery,Tue-Wed-Thu,3,12899.27,1603,19.01,400.7,0.25,3,3,0,0,Christmas Market,No School Holiday,5.96,5.72,0.0,12k+,0.05,0.0,0.0,480.8,80.1,16.7,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2024-12-12,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,32180.88,3923,19.64,980.8,0.25,4,4,0,0,Christmas Market,No School Holiday,4.06,3.38,0.0,12k+,0.05,0.0,0.0,1177.0,196.2,16.7,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2024-12-16,Monday Delivery,Tue-Wed-Thu,3,12186.42,1495,18.6,373.6,0.25,3,3,0,0,Christmas Market,No School Holiday,4.64,2.48,0.0,12k+,0.05,0.0,0.0,448.4,74.8,16.7,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2024-12-19,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,33302.54,4059,20.21,1014.8,0.25,4,4,0,0,Christmas Market,No School Holiday,8.5,5.3,0.0,12k+,0.05,0.0,0.0,1217.8,203.0,16.7,Festival stock uplift,Extra Christmas-market stock increased expiry risk.
2024-12-23,Monday Delivery,Tue-Wed-Thu,3,11820.16,1355,18.69,271.0,0.2,0,0,0,1,No Festival,Christmas Holiday,6.48,6.39,0.0,10k-12k,0.0,0.0,0.02,298.1,27.1,9.1,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2024-12-26,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,31019.08,3502,19.81,808.4,0.22,0,0,0,0,No Festival,Christmas Holiday,3.87,2.61,0.0,12k+,0.0,0.0,0.0,808.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2024-12-30,Monday Delivery,Tue-Wed-Thu,3,11885.07,1356,19.99,271.2,0.2,0,0,0,0,No Festival,Christmas Holiday,7.13,3.47,0.0,10k-12k,0.0,0.0,0.0,271.2,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-01-02,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,28757.7,3313,19.29,740.6,0.22,0,0,0,0,No Festival,Christmas Holiday,2.52,4.68,0.0,12k+,0.0,0.0,0.0,740.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-01-06,Monday Delivery,Tue-Wed-Thu,3,9849.64,1175,18.28,235.0,0.2,0,0,0,0,No Festival,No School Holiday,8.85,4.51,0.0,8k-10k,0.0,0.0,0.0,235.0,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-01-09,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,28850.77,3268,19.86,730.9,0.22,0,0,0,0,No Festival,No School Holiday,5.43,3.15,0.0,12k+,0.0,0.0,0.0,730.9,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-01-13,Monday Delivery,Tue-Wed-Thu,3,10754.65,1278,18.64,255.60000000000002,0.2,0,0,1,0,No Festival,No School Holiday,10.1,5.92,0.0,10k-12k,0.0,0.02,0.0,281.2,25.6,9.1,Low-sales order value inconsistency,"Low-sales cycle still showed volatile order value, which can distort stock ordering."
2025-01-16,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,26879.23,3074,19.54,688.8,0.22,0,0,0,0,No Festival,No School Holiday,4.45,3.31,0.0,12k+,0.0,0.0,0.0,688.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-01-20,Monday Delivery,Tue-Wed-Thu,3,10205.42,1203,18.75,240.6,0.2,0,0,0,0,No Festival,No School Holiday,6.72,1.87,0.0,10k-12k,0.0,0.0,0.0,240.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-01-23,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,27780.95,3220,19.76,709.9,0.22,0,0,0,0,No Festival,No School Holiday,7.19,2.79,0.0,12k+,0.0,0.0,0.0,709.9,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-01-27,Monday Delivery,Tue-Wed-Thu,3,10698.47,1276,18.79,255.2,0.2,0,0,0,0,No Festival,No School Holiday,9.91,3.81,0.0,10k-12k,0.0,0.0,0.0,255.2,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-01-30,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,27984.64,3225,19.39,734.1,0.22,0,0,0,0,No Festival,No School Holiday,9.89,1.8,0.0,12k+,0.0,0.0,0.0,734.1,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-02-03,Monday Delivery,Tue-Wed-Thu,3,11374.38,1327,18.91,265.4,0.2,0,0,0,1,No Festival,No School Holiday,6.34,6.81,0.0,10k-12k,0.0,0.0,0.02,291.9,26.5,9.1,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2025-02-06,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,29582.85,3342,19.63,769.8,0.22,0,0,0,0,No Festival,No School Holiday,4.73,4.65,0.0,12k+,0.0,0.0,0.0,769.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-02-10,Monday Delivery,Tue-Wed-Thu,3,11425.46,1340,18.97,268.0,0.2,0,0,0,0,No Festival,No School Holiday,7.62,1.52,0.0,10k-12k,0.0,0.0,0.0,268.0,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-02-13,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,27207.14,3073,19.75,687.2,0.22,0,0,0,0,No Festival,No School Holiday,3.61,4.59,0.0,12k+,0.0,0.0,0.0,687.2,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-02-17,Monday Delivery,Tue-Wed-Thu,3,10543.39,1277,18.49,255.39999999999998,0.2,0,0,0,1,No Festival,No School Holiday,5.56,6.37,0.0,10k-12k,0.0,0.0,0.02,280.9,25.5,9.1,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2025-02-20,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,27040.83,3107,19.21,685.7,0.22,0,0,0,0,No Festival,No School Holiday,1.23,2.48,0.0,12k+,0.0,0.0,0.0,685.7,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-02-24,Monday Delivery,Tue-Wed-Thu,3,14713.24,1838,18.67,385.3,0.21,1,0,0,0,No Festival,No School Holiday,6.92,1.88,0.0,12k+,0.03,0.0,0.0,440.4,55.1,12.5,Festival stock uplift,Festival uplift triggered additional stock and higher expiry risk.
2025-02-27,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,39641.35,4961,19.51,1212.6,0.24,4,0,0,0,Karneval,No School Holiday,7.45,1.99,0.0,12k+,0.03,0.0,0.0,1361.4,148.8,10.9,Festival stock uplift,Festival uplift triggered additional stock and higher expiry risk.
2025-03-03,Monday Delivery,Tue-Wed-Thu,3,16287.17,2016,19.16,435.7,0.21,2,0,0,0,Karneval,No School Holiday,2.96,5.55,0.0,12k+,0.03,0.0,0.0,496.2,60.5,12.2,Festival stock uplift,Festival uplift triggered additional stock and higher expiry risk.
2025-03-06,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,26373.95,3000,19.43,663.9,0.22,0,0,0,0,No Festival,No School Holiday,4.34,2.57,0.0,12k+,0.0,0.0,0.0,663.9,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-03-10,Monday Delivery,Tue-Wed-Thu,3,10792.29,1293,19.22,258.6,0.2,0,0,0,0,No Festival,No School Holiday,3.19,2.8,0.0,10k-12k,0.0,0.0,0.0,258.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-03-13,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,25278.1,2860,19.44,631.5,0.22,0,0,0,0,No Festival,No School Holiday,2.69,2.18,0.0,12k+,0.0,0.0,0.0,631.5,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-03-17,Monday Delivery,Tue-Wed-Thu,3,10024.16,1204,18.92,240.8,0.2,0,0,0,0,No Festival,No School Holiday,3.75,2.62,0.0,10k-12k,0.0,0.0,0.0,240.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-03-20,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,27453.38,3075,20.19,688.6,0.22,0,0,0,0,No Festival,No School Holiday,11.94,4.31,0.0,12k+,0.0,0.0,0.0,688.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-03-24,Monday Delivery,Tue-Wed-Thu,3,8946.5,1069,18.12,213.8,0.2,0,0,0,0,No Festival,No School Holiday,7.29,2.51,0.0,8k-10k,0.0,0.0,0.0,213.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-03-27,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,26797.19,3044,20.0,672.1,0.22,0,0,0,0,No Festival,No School Holiday,5.83,4.6,0.0,12k+,0.0,0.0,0.0,672.1,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-03-31,Monday Delivery,Tue-Wed-Thu,3,9918.4,1210,18.39,242.0,0.2,0,0,0,0,No Festival,No School Holiday,8.55,4.41,0.0,8k-10k,0.0,0.0,0.0,242.0,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-04-03,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,26649.78,3033,18.97,678.7,0.22,0,0,0,0,No Festival,No School Holiday,6.45,2.21,0.0,12k+,0.0,0.0,0.0,678.7,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-04-07,Monday Delivery,Tue-Wed-Thu,3,9838.32,1199,18.58,239.79999999999998,0.2,0,0,1,0,No Festival,No School Holiday,11.85,4.18,0.0,8k-10k,0.0,0.02,0.0,263.8,24.0,9.1,Low-sales order value inconsistency,"Low-sales cycle still showed volatile order value, which can distort stock ordering."
2025-04-10,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,25250.18,2953,18.92,651.3,0.22,0,0,0,0,No Festival,No School Holiday,2.96,3.31,0.0,12k+,0.0,0.0,0.0,651.3,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-04-14,Monday Delivery,Tue-Wed-Thu,3,10789.42,1190,19.85,238.0,0.2,0,0,0,0,No Festival,Easter Holiday,6.06,3.28,0.0,10k-12k,0.0,0.0,0.0,238.0,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-04-17,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,35495.42,4040,21.01,977.3,0.24,4,0,0,0,Easter Weekend,Easter Holiday,10.86,4.02,0.0,12k+,0.03,0.0,0.0,1098.5,121.2,11.0,Festival stock uplift,Festival uplift triggered additional stock and higher expiry risk.
2025-04-21,Monday Delivery,Tue-Wed-Thu,3,10671.5,1199,19.47,239.8,0.2,0,0,0,0,No Festival,Easter Holiday,5.56,2.08,0.0,10k-12k,0.0,0.0,0.0,239.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-04-24,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,26390.82,2996,19.37,661.7,0.22,0,0,0,0,No Festival,Easter Holiday,2.9,4.67,0.0,12k+,0.0,0.0,0.0,661.7,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-04-28,Monday Delivery,Tue-Wed-Thu,3,9285.14,1140,17.61,228.0,0.2,0,0,0,0,No Festival,No School Holiday,11.64,4.98,0.0,8k-10k,0.0,0.0,0.0,228.0,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-05-01,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,27489.9,3104,19.7,693.4,0.22,0,0,0,1,No Festival,No School Holiday,3.53,5.3,0.08,12k+,0.0,0.0,0.02,755.5,62.1,8.2,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2025-05-05,Monday Delivery,Tue-Wed-Thu,3,10717.78,1270,18.52,254.0,0.2,0,0,1,0,No Festival,No School Holiday,11.6,4.73,0.04,10k-12k,0.0,0.02,0.0,279.4,25.4,9.1,Low-sales order value inconsistency,"Low-sales cycle still showed volatile order value, which can distort stock ordering."
2025-05-08,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,27079.72,3097,19.79,682.9,0.22,0,0,0,0,No Festival,No School Holiday,4.52,3.28,0.04,12k+,0.0,0.0,0.0,682.9,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-05-12,Monday Delivery,Tue-Wed-Thu,3,11123.44,1291,19.04,258.2,0.2,0,0,1,1,No Festival,No School Holiday,11.0,6.88,0.07,10k-12k,0.0,0.02,0.02,309.8,51.6,16.7,Low-sales order value inconsistency,"Low-sales cycle still showed volatile order value, which can distort stock ordering."
2025-05-15,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,27325.99,3013,19.51,689.1,0.22,0,0,0,0,No Festival,No School Holiday,2.89,5.6,0.05,12k+,0.0,0.0,0.0,689.1,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-05-19,Monday Delivery,Tue-Wed-Thu,3,11798.95,1343,19.94,268.6,0.2,0,0,1,0,No Festival,No School Holiday,12.25,2.48,0.05,10k-12k,0.0,0.02,0.0,295.5,26.9,9.1,Low-sales order value inconsistency,"Low-sales cycle still showed volatile order value, which can distort stock ordering."
2025-05-22,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,29410.95,3275,20.07,755.1,0.22,0,0,0,0,No Festival,No School Holiday,7.39,4.76,0.05,12k+,0.0,0.0,0.0,755.1,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-05-26,Monday Delivery,Tue-Wed-Thu,3,10801.5,1252,18.98,250.4,0.2,0,0,0,0,No Festival,No School Holiday,5.93,3.61,0.05,10k-12k,0.0,0.0,0.0,250.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-05-29,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,26240.65,3011,18.65,664.7,0.22,0,0,1,1,No Festival,No School Holiday,14.75,6.7,0.04,12k+,0.0,0.02,0.02,785.1,120.4,15.3,Low-sales order value inconsistency,"Low-sales cycle still showed volatile order value, which can distort stock ordering."
2025-06-02,Monday Delivery,Tue-Wed-Thu,3,10305.35,1269,18.17,253.8,0.2,0,0,0,1,No Festival,No School Holiday,8.02,9.55,0.04,10k-12k,0.0,0.0,0.02,279.2,25.4,9.1,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2025-06-05,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,25897.98,3139,18.4,692.6,0.22,0,0,0,0,No Festival,No School Holiday,6.3,3.68,0.05,12k+,0.0,0.0,0.0,692.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-06-09,Monday Delivery,Tue-Wed-Thu,3,10473.76,1261,18.6,252.2,0.2,0,0,0,1,No Festival,No School Holiday,4.72,6.16,0.05,10k-12k,0.0,0.0,0.02,277.4,25.2,9.1,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2025-06-12,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,26064.59,3198,17.95,705.5,0.22,0,0,0,0,No Festival,No School Holiday,9.53,4.8,0.04,12k+,0.0,0.0,0.0,705.5,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-06-16,Monday Delivery,Tue-Wed-Thu,3,9664.1,1207,17.51,241.4,0.2,0,0,0,0,No Festival,No School Holiday,9.46,4.58,0.05,8k-10k,0.0,0.0,0.0,241.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-06-19,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,25816.01,3184,18.28,702.2,0.22,0,0,0,1,No Festival,No School Holiday,1.74,6.37,0.04,12k+,0.0,0.0,0.02,765.9,63.7,8.3,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2025-06-23,Monday Delivery,Tue-Wed-Thu,3,10017.41,1306,17.74,261.2,0.2,0,0,0,0,No Festival,No School Holiday,8.74,4.72,0.03,10k-12k,0.0,0.0,0.0,261.2,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-06-26,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,25959.49,3177,18.01,701.1,0.22,0,0,0,0,No Festival,No School Holiday,6.22,3.55,0.04,12k+,0.0,0.0,0.0,701.1,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-06-30,Monday Delivery,Tue-Wed-Thu,3,9651.12,1241,17.26,248.2,0.2,0,0,0,0,No Festival,No School Holiday,5.78,2.29,0.03,8k-10k,0.0,0.0,0.0,248.2,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-07-03,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,24157.96,2987,17.95,659.5,0.22,0,0,0,0,No Festival,No School Holiday,3.91,2.22,0.05,12k+,0.0,0.0,0.0,659.5,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-07-07,Monday Delivery,Tue-Wed-Thu,3,9904.33,1224,17.86,244.8,0.2,0,0,0,0,No Festival,No School Holiday,5.68,3.87,0.04,8k-10k,0.0,0.0,0.0,244.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-07-10,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,35862.99,4432,19.62,1059.8,0.24,4,0,0,0,Summer Festival,No School Holiday,12.01,3.24,0.04,12k+,0.03,0.0,0.0,1192.8,133.0,11.2,Festival stock uplift,Festival uplift triggered additional stock and higher expiry risk.
2025-07-14,Monday Delivery,Tue-Wed-Thu,3,18828.28,2359,19.57,519.0,0.22,3,0,0,0,Summer Festival,Summer Holiday,13.99,0.97,0.04,12k+,0.03,0.0,0.0,589.8,70.8,12.0,Festival stock uplift,Festival uplift triggered additional stock and higher expiry risk.
2025-07-17,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,31500.44,3859,19.15,925.5,0.23,3,0,0,0,Summer Festival,Summer Holiday,10.6,5.26,0.05,12k+,0.03,0.0,0.0,1041.3,115.8,11.1,Festival stock uplift,Festival uplift triggered additional stock and higher expiry risk.
2025-07-21,Monday Delivery,Tue-Wed-Thu,3,8251.19,1025,17.72,205.0,0.2,0,0,0,0,No Festival,Summer Holiday,10.72,3.09,0.04,8k-10k,0.0,0.0,0.0,205.0,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-07-24,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,21774.55,2672,17.95,580.7,0.22,0,0,0,0,No Festival,Summer Holiday,5.65,3.42,0.05,12k+,0.0,0.0,0.0,580.7,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-07-28,Monday Delivery,Tue-Wed-Thu,3,8983.35,1155,17.64,231.0,0.2,0,0,0,0,No Festival,Summer Holiday,7.51,2.0,0.05,8k-10k,0.0,0.0,0.0,231.0,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-07-31,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,20300.65,2512,17.92,546.4,0.22,0,0,0,0,No Festival,Summer Holiday,6.25,4.04,0.04,12k+,0.0,0.0,0.0,546.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-08-04,Monday Delivery,Tue-Wed-Thu,3,8158.65,997,18.22,199.4,0.2,0,0,0,0,No Festival,Summer Holiday,4.82,3.09,0.04,8k-10k,0.0,0.0,0.0,199.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-08-07,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,20531.8,2555,17.72,555.6,0.22,0,0,0,0,No Festival,Summer Holiday,4.48,2.14,0.04,12k+,0.0,0.0,0.0,555.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-08-11,Monday Delivery,Tue-Wed-Thu,3,8169.42,1016,18.45,203.2,0.2,0,0,0,0,No Festival,Summer Holiday,3.7,2.79,0.05,8k-10k,0.0,0.0,0.0,203.2,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-08-14,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,21189.62,2618,18.13,569.0,0.22,0,0,0,0,No Festival,Summer Holiday,4.24,2.77,0.05,12k+,0.0,0.0,0.0,569.0,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-08-18,Monday Delivery,Tue-Wed-Thu,3,8550.89,1049,18.63,209.8,0.2,0,0,0,0,No Festival,Summer Holiday,5.83,2.37,0.04,8k-10k,0.0,0.0,0.0,209.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-08-21,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,21359.86,2669,17.56,581.4,0.22,0,0,0,0,No Festival,Summer Holiday,5.2,3.2,0.05,12k+,0.0,0.0,0.0,581.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-08-25,Monday Delivery,Tue-Wed-Thu,3,8655.03,1087,18.19,217.4,0.2,0,0,0,0,No Festival,No School Holiday,4.98,5.97,0.03,8k-10k,0.0,0.0,0.0,217.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-08-28,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,21553.4,2657,18.06,578.3,0.22,0,0,0,1,No Festival,No School Holiday,6.0,6.21,0.04,12k+,0.0,0.0,0.02,631.4,53.1,8.4,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2025-09-01,Monday Delivery,Tue-Wed-Thu,3,9728.16,1154,18.96,230.8,0.2,0,0,0,1,No Festival,No School Holiday,9.03,6.73,0.03,8k-10k,0.0,0.0,0.02,253.9,23.1,9.1,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2025-09-04,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,24221.49,2753,19.0,598.2,0.22,0,0,0,2,No Festival,No School Holiday,6.02,8.57,0.04,12k+,0.0,0.0,0.02,653.3,55.1,8.4,Product-mix volatility,"Product mix shifted toward poutine-heavy demand, increasing wastage pressure."
2025-09-08,Monday Delivery,Tue-Wed-Thu,3,10734.72,1250,19.53,250.0,0.2,0,0,1,1,No Festival,No School Holiday,10.01,6.63,0.04,10k-12k,0.0,0.02,0.02,300.0,50.0,16.7,Low-sales order value inconsistency,"Low-sales cycle still showed volatile order value, which can distort stock ordering."
2025-09-11,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,25172.84,2799,19.47,617.4,0.22,0,0,0,0,No Festival,No School Holiday,8.54,4.44,0.05,12k+,0.0,0.0,0.0,617.4,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-09-15,Monday Delivery,Tue-Wed-Thu,3,10184.4,1152,19.47,230.4,0.2,0,0,1,0,No Festival,No School Holiday,11.32,4.7,0.06,10k-12k,0.0,0.02,0.0,253.4,23.0,9.1,Low-sales order value inconsistency,"Low-sales cycle still showed volatile order value, which can distort stock ordering."
2025-09-18,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,25218.52,2921,19.31,645.1,0.22,0,0,0,0,No Festival,No School Holiday,7.24,2.93,0.05,12k+,0.0,0.0,0.0,645.1,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-09-22,Monday Delivery,Tue-Wed-Thu,3,9143.28,1088,19.22,217.6,0.2,0,0,0,0,No Festival,No School Holiday,5.11,2.46,0.07,8k-10k,0.0,0.0,0.0,217.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-09-25,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,25517.91,2887,19.17,637.2,0.22,0,0,0,0,No Festival,No School Holiday,12.06,5.1,0.05,12k+,0.0,0.0,0.0,637.2,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-09-29,Monday Delivery,Tue-Wed-Thu,3,12210.53,1403,19.4,280.6,0.2,0,0,0,0,No Festival,No School Holiday,1.67,5.29,0.06,12k+,0.0,0.0,0.0,280.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-10-02,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,30653.72,3451,19.22,772.7,0.22,0,0,0,0,No Festival,No School Holiday,5.6,2.35,0.05,12k+,0.0,0.0,0.0,772.7,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-10-06,Monday Delivery,Tue-Wed-Thu,3,12602.95,1470,19.37,294.0,0.2,0,0,0,0,No Festival,No School Holiday,1.33,5.97,0.04,12k+,0.0,0.0,0.0,294.0,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-10-09,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,29852.12,3473,19.44,801.8,0.22,0,0,0,0,No Festival,No School Holiday,4.0,4.21,0.04,12k+,0.0,0.0,0.0,801.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-10-13,Monday Delivery,Tue-Wed-Thu,3,11527.47,1311,20.07,262.2,0.2,0,0,0,0,No Festival,Autumn Holiday,6.73,5.73,0.07,10k-12k,0.0,0.0,0.0,262.2,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-10-16,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,27428.74,3089,19.55,681.6,0.22,0,0,0,0,No Festival,Autumn Holiday,3.15,4.57,0.06,12k+,0.0,0.0,0.0,681.6,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-10-20,Monday Delivery,Tue-Wed-Thu,3,9986.39,1145,19.25,229.0,0.2,0,0,0,0,No Festival,Autumn Holiday,6.96,2.41,0.05,8k-10k,0.0,0.0,0.0,229.0,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
2025-10-23,Thursday Delivery,Fri-Sat-Mon (+Sun spillover),4,28966.07,3254,19.92,725.8,0.22,0,0,0,0,No Festival,Autumn Holiday,4.4,4.71,0.05,12k+,0.0,0.0,0.0,725.8,0.0,0.0,No excess stock,Regular cycle aligned with the stock rule.
